onset	duration	response_time	button_pressed	trial_type
0.0	3.012	n/a	n/a	CueShapes
3.012	2.008	0.661	R	Shapes
5.02	1.105	n/a	n/a	ITI
6.125	2.008	0.82	R	Shapes
8.133	1.054	n/a	n/a	ITI
9.187	2.008	0.47	R	Shapes
11.195	1.054	n/a	n/a	ITI
12.249	2.008	0.871	L	Shapes
14.257	1.104	n/a	n/a	ITI
15.361	2.008	0.567	R	Shapes
17.369	1.088	n/a	n/a	ITI
18.457	2.008	0.511	R	Shapes
20.465	3.012	n/a	n/a	CueFaces
23.477	2.008	0.811	L	Faces
25.485	1.054	n/a	n/a	ITI
26.539	2.008	0.813	L	Faces
28.547	1.021	n/a	n/a	ITI
29.568	2.008	0.68	R	Faces
31.576	1.021	n/a	n/a	ITI
32.597	2.008	0.739	L	Faces
34.605	1.02	n/a	n/a	ITI
35.625	2.008	0.727	R	Faces
37.633	1.021	n/a	n/a	ITI
38.654	2.008	0.674	R	Faces
40.662	3.012	n/a	n/a	CueShapes
43.674	2.008	0.486	R	Shapes
45.682	1.071	n/a	n/a	ITI
46.753	2.008	0.959	L	Shapes
48.761	1.054	n/a	n/a	ITI
49.815	2.008	0.745	L	Shapes
51.823	1.054	n/a	n/a	ITI
52.877	2.008	0.515	R	Shapes
54.885	1.054	n/a	n/a	ITI
55.939	2.008	0.709	L	Shapes
57.947	1.055	n/a	n/a	ITI
59.002	2.008	0.525	R	Shapes
61.01	3.012	n/a	n/a	CueFaces
64.022	2.008	1.074	R	Faces
66.03	1.038	n/a	n/a	ITI
67.068	2.008	0.716	L	Faces
69.076	1.071	n/a	n/a	ITI
70.147	2.008	0.677	R	Faces
72.155	1.054	n/a	n/a	ITI
73.209	2.008	0.767	L	Faces
75.217	1.054	n/a	n/a	ITI
76.271	2.008	0.625	R	Faces
78.279	1.054	n/a	n/a	ITI
79.333	2.008	0.659	L	Faces
81.341	3.012	n/a	n/a	CueShapes
84.353	2.008	0.527	R	Shapes
86.361	1.071	n/a	n/a	ITI
87.432	2.008	0.608	R	Shapes
89.44	1.088	n/a	n/a	ITI
90.528	2.008	0.568	R	Shapes
92.536	1.054	n/a	n/a	ITI
93.59	2.008	0.514	R	Shapes
95.598	1.054	n/a	n/a	ITI
96.652	2.008	0.596	R	Shapes
98.66	1.088	n/a	n/a	ITI
99.748	2.008	0.724	L	Shapes
101.756	3.012	n/a	n/a	CueFaces
104.768	2.008	1.143	R	Faces
106.776	1.054	n/a	n/a	ITI
107.83	2.008	0.825	R	Faces
109.838	1.071	n/a	n/a	ITI
110.909	2.008	0.626	R	Faces
112.917	1.087	n/a	n/a	ITI
114.004	2.008	1.099	L	Faces
116.012	1.054	n/a	n/a	ITI
117.066	2.008	0.677	L	Faces
119.074	1.071	n/a	n/a	ITI
120.145	2.008	0.942	L	Faces
122.153	3.012	n/a	n/a	CueShapes
125.165	2.008	0.634	R	Shapes
127.173	1.071	n/a	n/a	ITI
128.244	2.008	0.675	L	Shapes
130.252	1.088	n/a	n/a	ITI
131.34	2.008	0.731	L	Shapes
133.348	1.087	n/a	n/a	ITI
134.435	2.008	0.684	L	Shapes
136.443	1.072	n/a	n/a	ITI
137.515	2.008	0.612	L	Shapes
139.523	1.055	n/a	n/a	ITI
140.578	2.008	0.606	L	Shapes
142.586	3.012	n/a	n/a	CueFaces
145.598	2.008	0.979	L	Faces
147.606	1.055	n/a	n/a	ITI
148.661	2.008	0.66	R	Faces
150.669	1.054	n/a	n/a	ITI
151.723	2.008	0.589	L	Faces
153.731	1.054	n/a	n/a	ITI
154.785	2.008	0.991	R	Faces
156.793	1.054	n/a	n/a	ITI
157.847	2.008	0.609	L	Faces
159.855	1.038	n/a	n/a	ITI
160.893	2.008	0.643	R	Faces
162.901	3.011	n/a	n/a	CueShapes
165.912	2.008	0.584	L	Shapes
167.92	1.088	n/a	n/a	ITI
169.008	2.008	0.472	R	Shapes
171.016	1.105	n/a	n/a	ITI
172.121	2.008	0.487	R	Shapes
174.129	1.105	n/a	n/a	ITI
175.234	2.008	0.495	L	Shapes
177.242	1.104	n/a	n/a	ITI
178.346	2.008	0.711	R	Shapes
180.354	1.088	n/a	n/a	ITI
181.442	2.008	0.495	R	Shapes
183.45	3.012	n/a	n/a	CueFaces
186.462	2.008	0.603	R	Faces
188.47	1.054	n/a	n/a	ITI
189.524	2.008	0.685	R	Faces
191.532	1.054	n/a	n/a	ITI
192.586	2.008	0.559	R	Faces
194.594	1.054	n/a	n/a	ITI
195.648	2.008	0.697	L	Faces
197.656	1.054	n/a	n/a	ITI
198.71	2.008	0.858	L	Faces
200.718	1.055	n/a	n/a	ITI
201.773	2.008	0.715	L	Faces
203.781	3.012	n/a	n/a	CueShapes
206.793	2.008	0.543	L	Shapes
208.801	1.087	n/a	n/a	ITI
209.888	2.008	0.64	R	Shapes
211.896	1.088	n/a	n/a	ITI
212.984	2.008	0.584	L	Shapes
214.992	1.054	n/a	n/a	ITI
216.046	2.008	0.706	L	Shapes
218.054	1.104	n/a	n/a	ITI
219.158	2.008	0.538	R	Shapes
221.166	1.105	n/a	n/a	ITI
222.271	2.008	0.481	R	Shapes
224.279	3.012	n/a	n/a	CueFaces
227.291	2.008	0.925	R	Faces
229.299	1.037	n/a	n/a	ITI
230.336	2.008	0.552	R	Faces
232.344	1.054	n/a	n/a	ITI
233.398	2.008	0.65	L	Faces
235.406	1.054	n/a	n/a	ITI
236.46	2.008	0.636	R	Faces
238.468	1.038	n/a	n/a	ITI
239.506	2.008	0.846	L	Faces
241.514	1.054	n/a	n/a	ITI
242.568	2.008	0.664	L	Faces
244.576	3.012	n/a	n/a	CueShapes
247.588	2.008	0.563	L	Shapes
249.596	1.088	n/a	n/a	ITI
250.684	2.008	0.635	L	Shapes
252.692	1.087	n/a	n/a	ITI
253.779	2.008	0.7	R	Shapes
255.787	1.105	n/a	n/a	ITI
256.892	2.008	0.539	R	Shapes
258.9	1.054	n/a	n/a	ITI
259.954	2.008	0.421	R	Shapes
261.962	1.054	n/a	n/a	ITI
263.016	2.008	0.647	R	Shapes
265.024	3.012	n/a	n/a	CueFaces
268.036	2.008	0.827	R	Faces
270.044	1.021	n/a	n/a	ITI
271.065	2.008	0.694	L	Faces
273.073	1.07	n/a	n/a	ITI
274.143	2.008	0.704	L	Faces
276.151	1.088	n/a	n/a	ITI
277.239	2.008	0.576	R	Faces
279.247	1.071	n/a	n/a	ITI
280.318	2.008	0.857	L	Faces
282.326	1.037	n/a	n/a	ITI
283.363	2.008	0.588	R	Faces
285.371	3.012	n/a	n/a	CueShapes
288.383	2.008	0.56	L	Shapes
290.391	1.088	n/a	n/a	ITI
291.479	2.008	0.479	R	Shapes
293.487	1.088	n/a	n/a	ITI
294.575	2.008	0.479	R	Shapes
296.583	1.054	n/a	n/a	ITI
297.637	2.008	0.489	L	Shapes
299.645	1.071	n/a	n/a	ITI
300.716	2.008	0.466	L	Shapes
302.724	1.054	n/a	n/a	ITI
303.778	2.008	0.564	L	Shapes
305.786	3.012	n/a	n/a	CueFaces
308.798	2.008	0.536	R	Faces
310.806	1.02	n/a	n/a	ITI
311.826	2.008	0.428	R	Faces
313.834	1.071	n/a	n/a	ITI
314.905	2.008	0.725	L	Faces
316.913	1.055	n/a	n/a	ITI
317.968	2.008	0.702	L	Faces
319.976	1.07	n/a	n/a	ITI
321.046	2.008	0.608	L	Faces
323.054	1.021	n/a	n/a	ITI
324.075	2.008	0.531	L	Faces
326.083	3.012	n/a	n/a	CueShapes
329.095	2.008	0.711	R	Shapes
331.103	1.088	n/a	n/a	ITI
332.191	2.008	0.575	L	Shapes
334.199	1.087	n/a	n/a	ITI
335.286	2.008	0.52	R	Shapes
337.294	1.088	n/a	n/a	ITI
338.382	2.008	0.527	R	Shapes
340.39	1.088	n/a	n/a	ITI
341.478	2.008	0.479	L	Shapes
343.486	1.104	n/a	n/a	ITI
344.59	2.008	0.551	R	Shapes
346.598	3.012	n/a	n/a	CueFaces
349.61	2.008	0.723	R	Faces
351.618	1.021	n/a	n/a	ITI
352.639	2.008	0.718	R	Faces
354.647	1.054	n/a	n/a	ITI
355.701	2.008	0.664	L	Faces
357.709	1.037	n/a	n/a	ITI
358.746	2.008	0.691	L	Faces
360.754	1.021	n/a	n/a	ITI
361.775	2.008	0.646	R	Faces
363.783	1.037	n/a	n/a	ITI
364.82	2.008	0.769	R	Faces
366.828	3.012	n/a	n/a	CueShapes
369.84	2.008	0.661	L	Shapes
371.848	1.071	n/a	n/a	ITI
372.919	2.008	0.558	R	Shapes
374.927	1.088	n/a	n/a	ITI
376.015	2.008	0.55	R	Shapes
378.023	1.087	n/a	n/a	ITI
379.11	2.008	0.839	L	Shapes
381.118	1.055	n/a	n/a	ITI
382.173	2.008	0.52	L	Shapes
384.181	1.054	n/a	n/a	ITI
385.235	2.008	0.481	L	Shapes
387.243	3.012	n/a	n/a	CueFaces
390.255	2.008	1.085	L	Faces
392.263	1.054	n/a	n/a	ITI
393.317	2.008	0.607	R	Faces
395.325	1.037	n/a	n/a	ITI
396.362	2.008	0.65	R	Faces
398.37	1.071	n/a	n/a	ITI
399.441	2.008	0.747	R	Faces
401.449	1.054	n/a	n/a	ITI
402.503	2.008	0.533	L	Faces
404.511	1.021	n/a	n/a	ITI
405.532	2.008	0.528	L	Faces
407.54	3.012	n/a	n/a	CueShapes
410.552	2.008	0.516	L	Shapes
412.56	1.054	n/a	n/a	ITI
413.614	2.008	0.598	R	Shapes
415.622	1.054	n/a	n/a	ITI
416.676	2.008	0.592	R	Shapes
418.684	1.054	n/a	n/a	ITI
419.738	2.008	0.946	L	Shapes
421.746	1.055	n/a	n/a	ITI
422.801	2.008	0.771	L	Shapes
424.809	1.054	n/a	n/a	ITI
425.863	2.008	0.885	L	Shapes
