onset	duration	trial_type
20.012	20	FingerTapping
60.038	20	FingerTapping
100.064	20	FingerTapping
140.089	20	FingerTapping
180.115	20	FingerTapping
220.141	20	FingerTapping
260.166	20	FingerTapping
300.192	20	FingerTapping
340.218	20	FingerTapping
380.243	20	FingerTapping
