onset	duration	trial_type
20.013	20	MentalEmotion
60.038	20	MentalEmotion
100.064	20	MentalEmotion
140.09	20	MentalEmotion
180.115	20	MentalEmotion
220.141	20	MentalEmotion
260.167	20	MentalEmotion
300.192	20	MentalEmotion
340.218	20	MentalEmotion
380.244	20	MentalEmotion
