onset	duration	trial_type
20.012	20	MentalEmotion
60.037	20	MentalEmotion
100.062	20	MentalEmotion
140.087	20	MentalEmotion
180.111	20	MentalEmotion
220.136	20	MentalEmotion
260.161	20	MentalEmotion
300.186	20	MentalEmotion
340.211	20	MentalEmotion
380.236	20	MentalEmotion
