onset	duration	response_time	button_pressed	trial_type
150.581	1.054	n/a	n/a	ITI
151.635	2.008	0.625	L	Faces
153.643	1.071	n/a	n/a	ITI
154.714	2.008	0.833	R	Faces
156.722	1.087	n/a	n/a	ITI
157.809	2.008	0.586	L	Faces
159.817	1.038	n/a	n/a	ITI
160.855	2.008	0.716	R	Faces
162.863	3.011	n/a	n/a	CueShapes
165.874	2.008	0.481	L	Shapes
167.882	1.088	n/a	n/a	ITI
168.97	2.008	0.537	L	Shapes
170.978	1.104	n/a	n/a	ITI
172.082	2.008	0.889	R	Shapes
174.09	1.088	n/a	n/a	ITI
175.178	2.008	0.713	L	Shapes
177.186	1.087	n/a	n/a	ITI
178.273	2.008	0.681	R	Shapes
180.281	1.071	n/a	n/a	ITI
181.352	2.008	1.026	R	Shapes
183.36	3.012	n/a	n/a	CueFaces
186.372	2.008	0.678	R	Faces
188.38	1.054	n/a	n/a	ITI
189.434	2.008	0.84	R	Faces
191.442	1.038	n/a	n/a	ITI
192.48	2.008	0.786	R	Faces
194.488	1.054	n/a	n/a	ITI
195.542	2.008	0.78	L	Faces
197.55	1.054	n/a	n/a	ITI
198.604	2.008	0.79	L	Faces
200.612	1.037	n/a	n/a	ITI
201.649	2.008	0.776	L	Faces
203.657	3.012	n/a	n/a	CueShapes
206.669	2.008	0.932	L	Shapes
208.677	1.088	n/a	n/a	ITI
209.765	2.008	0.604	R	Shapes
211.773	1.071	n/a	n/a	ITI
212.844	2.008	1.054	L	Shapes
214.852	1.071	n/a	n/a	ITI
215.923	2.008	0.679	L	Shapes
217.931	1.088	n/a	n/a	ITI
219.019	2.008	0.647	R	Shapes
221.027	1.088	n/a	n/a	ITI
222.115	2.008	0.703	R	Shapes
224.123	3.012	n/a	n/a	CueFaces
227.135	2.008	1.307	R	Faces
229.143	1.054	n/a	n/a	ITI
230.197	2.008	0.645	R	Faces
232.205	1.054	n/a	n/a	ITI
233.259	2.008	0.703	L	Faces
235.267	1.071	n/a	n/a	ITI
236.338	2.008	0.592	R	Faces
238.346	1.071	n/a	n/a	ITI
239.417	2.008	0.641	L	Faces
241.425	1.054	n/a	n/a	ITI
242.479	2.008	0.787	L	Faces
244.487	3.012	n/a	n/a	CueShapes
247.499	2.008	0.663	L	Shapes
249.507	1.088	n/a	n/a	ITI
250.595	2.008	0.518	L	Shapes
252.603	1.087	n/a	n/a	ITI
253.69	2.008	0.687	R	Shapes
255.698	1.088	n/a	n/a	ITI
256.786	2.008	0.623	R	Shapes
258.794	1.071	n/a	n/a	ITI
259.865	2.008	0.64	R	Shapes
261.873	1.087	n/a	n/a	ITI
262.96	2.008	0.713	R	Shapes
264.968	3.012	n/a	n/a	CueFaces
267.98	2.008	0.701	R	Faces
269.988	1.037	n/a	n/a	ITI
271.025	2.008	0.744	L	Faces
273.033	1.054	n/a	n/a	ITI
274.087	2.008	0.889	L	Faces
276.095	1.055	n/a	n/a	ITI
277.15	2.008	0.682	R	Faces
279.158	1.071	n/a	n/a	ITI
280.229	2.008	0.596	L	Faces
282.237	1.021	n/a	n/a	ITI
283.258	2.008	0.487	R	Faces
285.266	3.012	n/a	n/a	CueShapes
288.278	2.008	0.587	L	Shapes
290.286	1.087	n/a	n/a	ITI
291.373	2.008	0.532	R	Shapes
293.381	1.088	n/a	n/a	ITI
294.469	2.008	0.66	R	Shapes
296.477	1.054	n/a	n/a	ITI
297.531	2.008	0.75	L	Shapes
299.539	1.054	n/a	n/a	ITI
300.593	2.008	0.591	L	Shapes
302.601	1.088	n/a	n/a	ITI
303.689	2.008	0.591	L	Shapes
305.697	3.012	n/a	n/a	CueFaces
308.709	2.008	0.515	R	Faces
310.717	1.087	n/a	n/a	ITI
311.804	2.008	0.724	R	Faces
313.812	1.054	n/a	n/a	ITI
314.866	2.008	0.566	L	Faces
316.874	1.021	n/a	n/a	ITI
317.895	2.008	0.633	L	Faces
319.903	1.054	n/a	n/a	ITI
320.957	2.008	0.827	L	Faces
322.965	1.021	n/a	n/a	ITI
323.986	2.008	0.797	L	Faces
325.994	3.011	n/a	n/a	CueShapes
329.005	2.008	0.826	R	Shapes
331.013	1.071	n/a	n/a	ITI
332.084	2.008	0.595	L	Shapes
334.092	1.088	n/a	n/a	ITI
335.18	2.008	0.579	R	Shapes
337.188	1.071	n/a	n/a	ITI
338.259	2.008	0.612	R	Shapes
340.267	1.071	n/a	n/a	ITI
341.338	2.008	0.701	L	Shapes
343.346	1.087	n/a	n/a	ITI
344.433	2.008	0.606	R	Shapes
346.441	3.012	n/a	n/a	CueFaces
349.453	2.008	0.665	R	Faces
351.461	1.071	n/a	n/a	ITI
352.532	2.008	0.89	R	Faces
354.54	1.071	n/a	n/a	ITI
355.611	2.008	0.739	L	Faces
357.619	1.02	n/a	n/a	ITI
358.639	2.008	0.767	L	Faces
360.647	1.021	n/a	n/a	ITI
361.668	2.008	0.578	R	Faces
363.676	1.054	n/a	n/a	ITI
364.73	2.008	0.556	L	Faces
366.738	3.012	n/a	n/a	CueShapes
369.75	2.008	0.776	L	Shapes
371.758	1.087	n/a	n/a	ITI
372.845	2.008	0.584	R	Shapes
374.853	1.088	n/a	n/a	ITI
375.941	2.008	0.536	R	Shapes
377.949	1.104	n/a	n/a	ITI
379.053	2.008	0.544	L	Shapes
381.061	1.054	n/a	n/a	ITI
382.115	2.008	0.682	L	Shapes
384.123	1.055	n/a	n/a	ITI
385.178	2.008	0.539	L	Shapes
387.186	3.012	n/a	n/a	CueFaces
390.198	2.008	0.616	L	Faces
392.206	1.054	n/a	n/a	ITI
393.26	2.008	0.69	R	Faces
395.268	1.055	n/a	n/a	ITI
396.323	2.008	0.65	R	Faces
398.331	1.054	n/a	n/a	ITI
399.385	2.008	0.716	R	Faces
401.393	1.071	n/a	n/a	ITI
402.464	2.008	0.605	L	Faces
404.472	1.055	n/a	n/a	ITI
405.527	2.008	0.551	L	Faces
407.535	3.011	n/a	n/a	CueShapes
410.546	2.008	0.556	L	Shapes
412.554	1.055	n/a	n/a	ITI
413.609	2.008	0.581	R	Shapes
415.617	1.055	n/a	n/a	ITI
416.672	2.008	0.487	R	Shapes
418.68	1.054	n/a	n/a	ITI
419.734	2.008	0.464	L	Shapes
421.742	1.054	n/a	n/a	ITI
422.796	2.008	0.626	L	Shapes
424.804	1.054	n/a	n/a	ITI
425.858	2.008	0.572	L	Shapes
