onset	duration	response_time	button_pressed	trial_type
146.854	1.02	n/a	n/a	ITI
147.874	2.008	1.04	R	Faces
149.882	1.021	n/a	n/a	ITI
150.903	2.008	1.091	L	Faces
152.911	1.021	n/a	n/a	ITI
153.932	2.008	1.246	R	Faces
155.94	1.02	n/a	n/a	ITI
156.96	2.008	1.282	L	Faces
158.968	1.021	n/a	n/a	ITI
159.989	2.008	1.053	R	Faces
161.997	3.012	n/a	n/a	CueShapes
165.009	2.008	0.721	L	Shapes
167.017	1.054	n/a	n/a	ITI
168.071	2.008	0.811	R	Shapes
170.079	1.055	n/a	n/a	ITI
171.134	2.008	1.108	R	Shapes
173.142	1.054	n/a	n/a	ITI
174.196	2.008	0.87	L	Shapes
176.204	1.054	n/a	n/a	ITI
177.258	2.008	1.0	R	Shapes
179.266	1.054	n/a	n/a	ITI
180.32	2.008	1.113	R	Shapes
182.328	3.012	n/a	n/a	CueFaces
185.34	2.008	1.061	R	Faces
187.348	1.021	n/a	n/a	ITI
188.369	2.008	0.808	R	Faces
190.377	1.02	n/a	n/a	ITI
191.397	2.008	1.1	R	Faces
193.405	1.021	n/a	n/a	ITI
194.426	2.008	1.191	L	Faces
196.434	1.021	n/a	n/a	ITI
197.455	2.008	1.17	L	Faces
199.463	1.021	n/a	n/a	ITI
200.484	2.008	1.037	L	Faces
202.492	3.012	n/a	n/a	CueShapes
205.504	2.008	0.697	L	Shapes
207.512	1.054	n/a	n/a	ITI
208.566	2.008	0.803	R	Shapes
210.574	1.054	n/a	n/a	ITI
211.628	2.008	0.717	L	Shapes
213.636	1.054	n/a	n/a	ITI
214.69	2.008	0.807	L	Shapes
216.698	1.054	n/a	n/a	ITI
217.752	2.008	0.833	R	Shapes
219.76	1.054	n/a	n/a	ITI
220.814	2.008	0.795	R	Shapes
222.822	3.012	n/a	n/a	CueFaces
225.834	2.008	1.271	R	Faces
227.842	1.021	n/a	n/a	ITI
228.863	2.008	1.162	R	Faces
230.871	1.021	n/a	n/a	ITI
231.892	2.008	1.365	L	Faces
233.9	1.021	n/a	n/a	ITI
234.921	2.008	1.024	R	Faces
236.929	1.021	n/a	n/a	ITI
237.95	2.008	1.107	L	Faces
239.958	1.021	n/a	n/a	ITI
240.979	2.008	0.87	L	Faces
242.987	3.012	n/a	n/a	CueShapes
245.999	2.008	1.01	L	Shapes
248.007	1.054	n/a	n/a	ITI
249.061	2.008	0.74	L	Shapes
251.069	1.054	n/a	n/a	ITI
252.123	2.008	0.798	L	Shapes
254.131	1.054	n/a	n/a	ITI
255.185	2.008	0.904	R	Shapes
257.193	1.055	n/a	n/a	ITI
258.248	2.008	1.065	R	Shapes
260.256	1.054	n/a	n/a	ITI
261.31	2.008	1.083	R	Shapes
263.318	3.012	n/a	n/a	CueFaces
266.33	2.008	0.999	R	Faces
268.338	1.02	n/a	n/a	ITI
269.358	2.008	1.083	L	Faces
271.366	1.021	n/a	n/a	ITI
272.387	2.008	1.414	L	Faces
274.395	1.021	n/a	n/a	ITI
275.416	2.008	0.945	R	Faces
277.424	1.021	n/a	n/a	ITI
278.445	2.008	1.076	L	Faces
280.453	1.02	n/a	n/a	ITI
281.473	2.008	0.904	R	Faces
283.481	3.012	n/a	n/a	CueShapes
286.493	2.008	0.764	L	Shapes
288.501	1.054	n/a	n/a	ITI
289.555	2.008	0.982	R	Shapes
291.563	1.055	n/a	n/a	ITI
292.618	2.008	0.991	R	Shapes
294.626	1.054	n/a	n/a	ITI
295.68	2.008	0.848	L	Shapes
297.688	1.054	n/a	n/a	ITI
298.742	2.008	1.058	L	Shapes
300.75	1.054	n/a	n/a	ITI
301.804	2.008	0.844	L	Shapes
303.812	3.012	n/a	n/a	CueFaces
306.824	2.008	0.904	R	Faces
308.832	1.021	n/a	n/a	ITI
309.853	2.008	1.035	R	Faces
311.861	1.021	n/a	n/a	ITI
312.882	2.008	1.278	L	Faces
314.89	1.021	n/a	n/a	ITI
315.911	2.008	0.85	L	Faces
317.919	1.021	n/a	n/a	ITI
318.94	2.008	1.085	L	Faces
320.948	1.021	n/a	n/a	ITI
321.969	2.008	1.168	L	Faces
323.977	3.012	n/a	n/a	CueShapes
326.989	2.008	1.34	R	Shapes
328.997	1.054	n/a	n/a	ITI
330.051	2.008	1.182	L	Shapes
332.059	1.054	n/a	n/a	ITI
333.113	2.008	1.12	R	Shapes
335.121	1.054	n/a	n/a	ITI
336.175	2.008	1.354	R	Shapes
338.183	1.054	n/a	n/a	ITI
339.237	2.008	1.396	L	Shapes
341.245	1.055	n/a	n/a	ITI
342.3	2.008	1.333	R	Shapes
344.308	3.012	n/a	n/a	CueFaces
347.32	2.008	1.002	R	Faces
349.328	1.021	n/a	n/a	ITI
350.349	2.008	1.5	R	Faces
352.357	1.021	n/a	n/a	ITI
353.378	2.008	1.031	L	Faces
355.386	1.021	n/a	n/a	ITI
356.407	2.008	1.106	L	Faces
358.415	1.02	n/a	n/a	ITI
359.435	2.008	0.99	R	Faces
361.443	1.021	n/a	n/a	ITI
362.464	2.008	1.754	L	Faces
364.472	3.012	n/a	n/a	CueShapes
367.484	2.008	0.925	L	Shapes
369.492	1.054	n/a	n/a	ITI
370.546	2.008	0.951	R	Shapes
372.554	1.054	n/a	n/a	ITI
373.608	2.008	1.097	R	Shapes
375.616	1.055	n/a	n/a	ITI
376.671	2.008	1.186	L	Shapes
378.679	1.055	n/a	n/a	ITI
379.734	2.008	1.276	L	Shapes
381.742	1.054	n/a	n/a	ITI
382.796	2.008	1.19	L	Shapes
384.804	3.012	n/a	n/a	CueFaces
387.816	2.008	1.194	L	Faces
389.824	1.021	n/a	n/a	ITI
390.845	2.008	1.181	R	Faces
392.853	1.02	n/a	n/a	ITI
393.873	2.008	0.953	R	Faces
395.881	1.021	n/a	n/a	ITI
396.902	2.008	1.14	R	Faces
398.91	1.021	n/a	n/a	ITI
399.931	2.008	1.143	L	Faces
401.939	1.02	n/a	n/a	ITI
402.959	2.008	1.235	L	Faces
404.967	3.012	n/a	n/a	CueShapes
407.979	2.008	0.823	L	Shapes
409.987	1.055	n/a	n/a	ITI
411.042	2.008	1.015	R	Shapes
413.05	1.054	n/a	n/a	ITI
414.104	2.008	1.153	R	Shapes
416.112	1.054	n/a	n/a	ITI
417.166	2.008	1.099	L	Shapes
419.174	1.054	n/a	n/a	ITI
420.228	2.008	1.069	L	Shapes
422.236	1.054	n/a	n/a	ITI
423.29	2.008	1.199	L	Shapes
