onset	duration	trial_type
20.013	20	MentalEmotion
60.039	20	MentalEmotion
100.065	20	MentalEmotion
140.09	20	MentalEmotion
180.116	20	MentalEmotion
220.142	20	MentalEmotion
260.167	20	MentalEmotion
300.193	20	MentalEmotion
340.219	20	MentalEmotion
380.244	20	MentalEmotion
