onset	duration	trial_type
20.013	20	MentalEmotion
60.038	20	MentalEmotion
100.063	20	MentalEmotion
140.088	20	MentalEmotion
180.114	20	MentalEmotion
220.139	20	MentalEmotion
260.164	20	MentalEmotion
300.189	20	MentalEmotion
340.214	20	MentalEmotion
380.24	20	MentalEmotion
