onset	duration	trial_type
20.013	20	MentalFingerTapping
60.038	20	MentalFingerTapping
100.063	20	MentalFingerTapping
140.089	20	MentalFingerTapping
180.114	20	MentalFingerTapping
220.139	20	MentalFingerTapping
260.164	20	MentalFingerTapping
300.189	20	MentalFingerTapping
340.214	20	MentalFingerTapping
380.24	20	MentalFingerTapping
