onset	duration	response_time	button_pressed	trial_type
124.528	2.008	0.95	R	Shapes
126.536	1.054	n/a	n/a	ITI
127.59	2.008	0.776	L	Shapes
129.598	1.054	n/a	n/a	ITI
130.652	2.008	0.714	L	Shapes
132.66	1.054	n/a	n/a	ITI
133.714	2.008	0.684	L	Shapes
135.722	1.054	n/a	n/a	ITI
136.776	2.008	0.822	L	Shapes
138.784	1.055	n/a	n/a	ITI
139.839	2.008	0.703	L	Shapes
141.847	3.012	n/a	n/a	CueFaces
144.859	2.008	1.011	L	Faces
146.867	1.02	n/a	n/a	ITI
147.887	2.008	1.079	R	Faces
149.895	1.021	n/a	n/a	ITI
150.916	2.008	1.026	L	Faces
152.924	1.021	n/a	n/a	ITI
153.945	2.008	1.181	R	Faces
155.953	1.02	n/a	n/a	ITI
156.973	2.008	1.329	L	Faces
158.981	1.021	n/a	n/a	ITI
160.002	2.008	1.411	R	Faces
162.01	3.012	n/a	n/a	CueShapes
165.022	2.008	0.919	L	Shapes
167.03	1.054	n/a	n/a	ITI
168.084	2.008	0.745	R	Shapes
170.092	1.054	n/a	n/a	ITI
171.146	2.008	0.643	R	Shapes
173.154	1.054	n/a	n/a	ITI
174.208	2.008	0.861	L	Shapes
176.216	1.055	n/a	n/a	ITI
177.271	2.008	0.894	R	Shapes
179.279	1.054	n/a	n/a	ITI
180.333	2.008	0.672	R	Shapes
182.341	3.012	n/a	n/a	CueFaces
185.353	2.008	1.028	R	Faces
187.361	1.02	n/a	n/a	ITI
188.381	2.008	1.048	R	Faces
190.389	1.021	n/a	n/a	ITI
191.41	2.008	1.179	R	Faces
193.418	1.021	n/a	n/a	ITI
194.439	2.008	0.926	L	Faces
196.447	1.037	n/a	n/a	ITI
197.484	2.008	1.025	L	Faces
199.492	1.021	n/a	n/a	ITI
200.513	2.008	1.068	L	Faces
202.521	3.012	n/a	n/a	CueShapes
205.533	2.008	0.896	L	Shapes
207.541	1.054	n/a	n/a	ITI
208.595	2.008	0.777	R	Shapes
210.603	1.054	n/a	n/a	ITI
211.657	2.008	0.763	L	Shapes
213.665	1.054	n/a	n/a	ITI
214.719	2.008	0.693	L	Shapes
216.727	1.055	n/a	n/a	ITI
217.782	2.008	0.67	R	Shapes
219.79	1.054	n/a	n/a	ITI
220.844	2.008	0.608	R	Shapes
222.852	3.012	n/a	n/a	CueFaces
225.864	2.008	1.388	R	Faces
227.872	1.02	n/a	n/a	ITI
228.892	2.008	0.832	R	Faces
230.9	1.021	n/a	n/a	ITI
231.921	2.008	1.075	L	Faces
233.929	1.021	n/a	n/a	ITI
234.95	2.008	1.15	R	Faces
236.958	1.02	n/a	n/a	ITI
237.978	2.008	0.962	L	Faces
239.986	1.021	n/a	n/a	ITI
241.007	2.008	0.869	L	Faces
243.015	3.012	n/a	n/a	CueShapes
246.027	2.008	0.873	L	Shapes
248.035	1.054	n/a	n/a	ITI
249.089	2.008	0.803	L	Shapes
251.097	1.054	n/a	n/a	ITI
252.151	2.008	0.717	R	Shapes
254.159	1.055	n/a	n/a	ITI
255.214	2.008	1.621	R	Shapes
257.222	1.054	n/a	n/a	ITI
258.276	2.008	0.839	R	Shapes
260.284	1.054	n/a	n/a	ITI
261.338	2.008	0.705	R	Shapes
263.346	3.012	n/a	n/a	CueFaces
266.358	2.008	1.077	R	Faces
268.366	1.021	n/a	n/a	ITI
269.387	2.008	0.992	L	Faces
271.395	1.02	n/a	n/a	ITI
272.415	2.008	0.996	L	Faces
274.423	1.021	n/a	n/a	ITI
275.444	2.008	0.783	R	Faces
277.452	1.021	n/a	n/a	ITI
278.473	2.008	0.898	L	Faces
280.481	1.02	n/a	n/a	ITI
281.501	2.008	0.902	R	Faces
283.509	3.012	n/a	n/a	CueShapes
286.521	2.008	1.122	L	Shapes
288.529	1.054	n/a	n/a	ITI
289.583	2.008	1.172	R	Shapes
291.591	1.055	n/a	n/a	ITI
292.646	2.008	0.765	R	Shapes
294.654	1.054	n/a	n/a	ITI
295.708	2.008	0.815	R	Shapes
297.716	1.054	n/a	n/a	ITI
298.77	2.008	0.793	L	Shapes
300.778	1.054	n/a	n/a	ITI
301.832	2.008	0.874	L	Shapes
303.84	3.012	n/a	n/a	CueFaces
306.852	2.008	0.91	R	Faces
308.86	1.021	n/a	n/a	ITI
309.881	2.008	1.217	R	Faces
311.889	1.02	n/a	n/a	ITI
312.909	2.008	0.933	L	Faces
314.917	1.021	n/a	n/a	ITI
315.938	2.008	0.984	L	Faces
317.946	1.021	n/a	n/a	ITI
318.967	2.008	1.467	L	Faces
320.975	1.021	n/a	n/a	ITI
321.996	2.008	0.902	L	Faces
324.004	3.011	n/a	n/a	CueShapes
327.015	2.008	1.411	R	Shapes
329.023	1.055	n/a	n/a	ITI
330.078	2.008	0.796	L	Shapes
332.086	1.054	n/a	n/a	ITI
333.14	2.008	0.974	R	Shapes
335.148	1.054	n/a	n/a	ITI
336.202	2.008	0.768	R	Shapes
338.21	1.054	0.968	L	ITI
339.264	2.008	1.266	L	Shapes
341.272	1.054	n/a	n/a	ITI
342.326	2.008	0.916	R	Shapes
344.334	3.012	n/a	n/a	CueFaces
347.346	2.008	0.959	R	Faces
349.354	1.021	n/a	n/a	ITI
350.375	2.008	1.042	R	Faces
352.383	1.021	n/a	n/a	ITI
353.404	2.008	0.901	L	Faces
355.412	1.02	n/a	n/a	ITI
356.432	2.008	0.825	L	Faces
358.44	1.038	n/a	n/a	ITI
359.478	2.008	1.195	R	Faces
361.486	1.037	n/a	n/a	ITI
362.523	2.008	1.694	L	Faces
364.531	3.012	n/a	n/a	CueShapes
367.543	2.008	1.25	L	Shapes
369.551	1.054	n/a	n/a	ITI
370.605	2.008	0.692	R	Shapes
372.613	1.054	n/a	n/a	ITI
373.667	2.008	0.702	R	Shapes
375.675	1.055	n/a	n/a	ITI
376.73	2.008	0.783	L	Shapes
378.738	1.054	n/a	n/a	ITI
379.792	2.008	0.833	L	Shapes
381.8	1.054	n/a	n/a	ITI
382.854	2.008	1.091	L	Shapes
384.862	3.012	n/a	n/a	CueFaces
387.874	2.008	1.431	L	Faces
389.882	1.021	n/a	n/a	ITI
390.903	2.008	1.162	R	Faces
392.911	1.02	n/a	n/a	ITI
393.931	2.008	0.853	R	Faces
395.939	1.021	n/a	n/a	ITI
396.96	2.008	1.328	R	Faces
398.968	1.021	n/a	n/a	ITI
399.989	2.008	1.011	L	Faces
401.997	1.02	n/a	n/a	ITI
403.017	2.008	1.271	L	Faces
405.025	3.012	n/a	n/a	CueShapes
408.037	2.008	1.195	L	Shapes
410.045	1.054	n/a	n/a	ITI
411.099	2.008	0.749	R	Shapes
413.107	1.055	n/a	n/a	ITI
414.162	2.008	0.702	R	Shapes
416.17	1.054	n/a	n/a	ITI
417.224	2.008	0.752	L	Shapes
419.232	1.054	n/a	n/a	ITI
420.286	2.008	1.858	L	Shapes
422.294	1.054	n/a	n/a	ITI
423.348	2.008	1.42	L	Shapes
