onset	duration	trial_type
20.012	20	MentalEmotion
60.037	20	MentalEmotion
100.063	20	MentalEmotion
140.088	20	MentalEmotion
180.113	20	MentalEmotion
220.138	20	MentalEmotion
260.163	20	MentalEmotion
300.189	20	MentalEmotion
340.214	20	MentalEmotion
380.239	20	MentalEmotion
