onset	duration	response_time	button_pressed	trial_type
127.556	2.008	0.634	L	Shapes
129.564	1.054	n/a	n/a	ITI
130.618	2.008	0.964	L	Shapes
132.626	1.054	n/a	n/a	ITI
133.68	2.008	0.927	L	Shapes
135.688	1.054	n/a	n/a	ITI
136.742	2.008	0.912	L	Shapes
138.75	1.054	n/a	n/a	ITI
139.804	2.008	0.89	L	Shapes
141.812	3.012	n/a	n/a	CueFaces
144.824	2.008	0.717	L	Faces
146.832	1.021	n/a	n/a	ITI
147.853	2.008	0.816	R	Faces
149.861	1.021	n/a	n/a	ITI
150.882	2.008	1.155	L	Faces
152.89	1.021	n/a	n/a	ITI
153.911	2.008	1.015	R	Faces
155.919	1.021	n/a	n/a	ITI
156.94	2.008	0.914	L	Faces
158.948	1.021	n/a	n/a	ITI
159.969	2.008	1.045	R	Faces
161.977	3.012	n/a	n/a	CueShapes
164.989	2.008	1.058	L	Shapes
166.997	1.055	n/a	n/a	ITI
168.052	2.008	1.283	R	Shapes
170.06	1.055	n/a	n/a	ITI
171.115	2.008	0.996	R	Shapes
173.123	1.054	n/a	n/a	ITI
174.177	2.008	1.366	L	Shapes
176.185	1.054	n/a	n/a	ITI
177.239	2.008	1.136	R	Shapes
179.247	1.054	n/a	n/a	ITI
180.301	2.008	0.986	R	Shapes
182.309	3.012	n/a	n/a	CueFaces
185.321	2.008	0.774	R	Faces
187.329	1.021	n/a	n/a	ITI
188.35	2.008	1.033	R	Faces
190.358	1.02	n/a	n/a	ITI
191.378	2.008	1.053	R	Faces
193.386	1.021	n/a	n/a	ITI
194.407	2.008	1.144	L	Faces
196.415	1.021	n/a	n/a	ITI
197.436	2.008	0.899	L	Faces
199.444	1.02	n/a	n/a	ITI
200.464	2.008	0.99	L	Faces
202.472	3.012	n/a	n/a	CueShapes
205.484	2.008	0.906	L	Shapes
207.492	1.054	n/a	n/a	ITI
208.546	2.008	0.812	R	Shapes
210.554	1.054	n/a	n/a	ITI
211.608	2.008	0.902	L	Shapes
213.616	1.055	n/a	n/a	ITI
214.671	2.008	0.687	L	Shapes
216.679	1.055	n/a	n/a	ITI
217.734	2.008	0.737	R	Shapes
219.742	1.054	n/a	n/a	ITI
220.796	2.008	0.811	R	Shapes
222.804	3.012	n/a	n/a	CueFaces
225.816	2.008	0.975	R	Faces
227.824	1.02	n/a	n/a	ITI
228.844	2.008	1.427	R	Faces
230.852	1.021	n/a	n/a	ITI
231.873	2.008	1.125	L	Faces
233.881	1.021	n/a	n/a	ITI
234.902	2.008	1.36	R	Faces
236.91	1.02	n/a	n/a	ITI
237.93	2.008	1.108	L	Faces
239.938	1.021	n/a	n/a	ITI
240.959	2.008	1.439	L	Faces
242.967	3.012	n/a	n/a	CueShapes
245.979	2.008	0.771	L	Shapes
247.987	1.054	n/a	n/a	ITI
249.041	2.008	0.709	L	Shapes
251.049	1.054	n/a	n/a	ITI
252.103	2.008	1.559	R	Shapes
254.111	1.054	n/a	n/a	ITI
255.165	2.008	0.897	R	Shapes
257.173	1.054	n/a	n/a	ITI
258.227	2.008	0.979	R	Shapes
260.235	1.054	n/a	n/a	ITI
261.289	2.008	1.212	R	Shapes
263.297	3.012	n/a	n/a	CueFaces
266.309	2.008	0.8	R	Faces
268.317	1.021	n/a	n/a	ITI
269.338	2.008	1.003	L	Faces
271.346	1.021	n/a	n/a	ITI
272.367	2.008	0.974	L	Faces
274.375	1.02	n/a	n/a	ITI
275.395	2.008	0.722	R	Faces
277.403	1.021	n/a	n/a	ITI
278.424	2.008	0.661	L	Faces
280.432	1.021	n/a	n/a	ITI
281.453	2.008	0.944	R	Faces
283.461	3.012	n/a	n/a	CueShapes
286.473	2.008	0.732	L	Shapes
288.481	1.054	n/a	n/a	ITI
289.535	2.008	0.774	R	Shapes
291.543	1.054	n/a	n/a	ITI
292.597	2.008	0.879	R	Shapes
294.605	1.054	n/a	n/a	ITI
295.659	2.008	1.153	L	Shapes
297.667	1.054	n/a	n/a	ITI
298.721	2.008	1.019	L	Shapes
300.729	1.054	n/a	n/a	ITI
301.783	2.008	1.133	L	Shapes
303.791	3.012	n/a	n/a	CueFaces
306.803	2.008	0.697	R	Faces
308.811	1.021	n/a	n/a	ITI
309.832	2.008	0.972	R	Faces
311.84	1.02	n/a	n/a	ITI
312.86	2.008	1.192	L	Faces
314.868	1.021	n/a	n/a	ITI
315.889	2.008	1.243	L	Faces
317.897	1.021	n/a	n/a	ITI
318.918	2.008	1.518	L	Faces
320.926	1.02	n/a	n/a	ITI
321.946	2.008	1.266	L	Faces
323.954	3.012	n/a	n/a	CueShapes
326.966	2.008	0.805	R	Shapes
328.974	1.054	n/a	n/a	ITI
330.028	2.008	0.687	L	Shapes
332.036	1.055	n/a	n/a	ITI
333.091	2.008	0.824	R	Shapes
335.099	1.055	n/a	n/a	ITI
336.154	2.008	0.722	R	Shapes
338.162	1.054	n/a	n/a	ITI
339.216	2.008	0.852	L	Shapes
341.224	1.054	n/a	n/a	ITI
342.278	2.008	0.806	R	Shapes
344.286	3.012	n/a	n/a	CueFaces
347.298	2.008	0.866	R	Faces
349.306	1.02	n/a	n/a	ITI
350.326	2.008	0.845	R	Faces
352.334	1.021	n/a	n/a	ITI
353.355	2.008	1.064	L	Faces
355.363	1.021	n/a	n/a	ITI
356.384	2.008	0.947	L	Faces
358.392	1.02	n/a	n/a	ITI
359.412	2.008	0.791	R	Faces
361.42	1.021	n/a	n/a	ITI
362.441	2.008	0.938	L	Faces
364.449	3.012	n/a	n/a	CueShapes
367.461	2.008	1.134	L	Shapes
369.469	1.054	n/a	n/a	ITI
370.523	2.008	0.784	R	Shapes
372.531	1.054	n/a	n/a	ITI
373.585	2.008	0.826	R	Shapes
375.593	1.054	n/a	n/a	ITI
376.647	2.008	0.86	L	Shapes
378.655	1.054	n/a	n/a	ITI
379.709	2.008	0.878	L	Shapes
381.717	1.055	n/a	n/a	ITI
382.772	2.008	1.158	L	Shapes
384.78	3.012	n/a	n/a	CueFaces
387.792	2.007	0.914	L	Faces
389.799	1.021	n/a	n/a	ITI
390.82	2.008	0.95	R	Faces
392.828	1.021	n/a	n/a	ITI
393.849	2.008	1.265	R	Faces
395.857	1.02	n/a	n/a	ITI
396.877	2.008	1.181	R	Faces
398.885	1.021	n/a	n/a	ITI
399.906	2.008	0.864	L	Faces
401.914	1.021	n/a	n/a	ITI
402.935	2.008	0.571	L	Faces
404.943	3.012	n/a	n/a	CueShapes
407.955	2.008	0.599	L	Shapes
409.963	1.054	n/a	n/a	ITI
411.017	2.008	0.632	R	Shapes
413.025	1.054	n/a	n/a	ITI
414.079	2.008	0.626	R	Shapes
416.087	1.054	n/a	n/a	ITI
417.141	2.008	1.004	L	Shapes
419.149	1.054	n/a	n/a	ITI
420.203	2.008	0.782	L	Shapes
422.211	1.054	n/a	n/a	ITI
423.265	2.008	0.76	L	Shapes
