onset	duration	trial_type
20.012	20	MentalFingerTapping
60.038	20	MentalFingerTapping
100.063	20	MentalFingerTapping
140.088	20	MentalFingerTapping
180.113	20	MentalFingerTapping
220.138	20	MentalFingerTapping
260.163	20	MentalFingerTapping
300.189	20	MentalFingerTapping
340.214	20	MentalFingerTapping
380.239	20	MentalFingerTapping
