onset	duration	response_time	button_pressed	trial_type
117.133	1.355	n/a	n/a	ITI
118.488	2.008	0.651	L	Faces
120.496	1.054	n/a	n/a	ITI
121.55	2.008	0.629	L	Faces
123.558	1.372	n/a	n/a	ITI
124.93	2.008	0.625	L	Faces
126.938	3.012	n/a	n/a	CueShapes
129.95	2.008	0.653	R	Shapes
131.958	1.389	n/a	n/a	ITI
133.347	2.008	0.583	L	Shapes
135.355	1.088	n/a	n/a	ITI
136.443	2.008	0.695	L	Shapes
138.451	1.405	n/a	n/a	ITI
139.856	2.008	0.874	L	Shapes
141.864	1.389	n/a	n/a	ITI
143.253	2.008	0.645	L	Shapes
145.261	1.054	n/a	n/a	ITI
146.315	2.008	0.559	L	Shapes
148.323	3.012	n/a	n/a	CueFaces
151.335	2.008	0.715	L	Faces
153.343	1.054	n/a	n/a	ITI
154.397	2.008	0.845	R	Faces
156.405	1.055	n/a	n/a	ITI
157.46	2.008	0.574	L	Faces
159.468	1.355	n/a	n/a	ITI
160.823	2.008	0.651	R	Faces
162.831	1.071	n/a	n/a	ITI
163.902	2.008	0.604	L	Faces
165.91	1.221	n/a	n/a	ITI
167.131	2.008	0.599	R	Faces
169.139	3.012	n/a	n/a	CueShapes
172.151	2.008	0.483	L	Shapes
174.159	1.389	n/a	n/a	ITI
175.548	2.008	0.534	R	Shapes
177.556	1.088	n/a	n/a	ITI
178.644	2.008	0.581	R	Shapes
180.652	1.054	n/a	n/a	ITI
181.706	2.008	0.551	L	Shapes
183.714	1.389	n/a	n/a	ITI
185.103	2.008	0.53	R	Shapes
187.111	1.104	n/a	n/a	ITI
188.215	2.008	0.546	R	Shapes
190.223	3.012	n/a	n/a	CueFaces
193.235	2.008	0.526	R	Faces
195.243	1.071	n/a	n/a	ITI
196.314	2.008	0.591	L	Faces
198.322	1.071	n/a	n/a	ITI
199.393	2.008	0.696	R	Faces
201.401	1.037	n/a	n/a	ITI
202.438	2.008	0.643	L	Faces
204.446	1.071	n/a	n/a	ITI
205.517	2.008	0.652	L	Faces
207.525	1.054	n/a	n/a	ITI
208.579	2.008	0.702	L	Faces
210.587	3.012	n/a	n/a	CueShapes
213.599	2.008	0.554	L	Shapes
215.607	1.406	n/a	n/a	ITI
217.013	2.008	0.532	R	Shapes
219.021	1.087	n/a	n/a	ITI
220.108	2.008	0.613	L	Shapes
222.116	1.055	n/a	n/a	ITI
223.171	2.008	0.598	L	Shapes
225.179	1.405	n/a	n/a	ITI
226.584	2.008	0.784	R	Shapes
228.592	1.088	n/a	n/a	ITI
229.68	2.008	0.696	R	Shapes
231.688	3.012	n/a	n/a	CueFaces
234.7	2.008	1.092	R	Faces
236.708	1.372	n/a	n/a	ITI
238.08	2.008	0.64	R	Faces
240.088	1.104	n/a	n/a	ITI
241.192	2.008	0.848	L	Faces
243.2	1.389	n/a	n/a	ITI
244.589	2.008	0.715	R	Faces
246.597	1.372	n/a	n/a	ITI
247.969	2.008	0.639	L	Faces
249.977	1.038	n/a	n/a	ITI
251.015	2.008	0.545	L	Faces
253.023	3.011	n/a	n/a	CueShapes
256.034	2.008	0.438	L	Shapes
258.042	1.406	n/a	n/a	ITI
259.448	2.008	0.552	L	Shapes
261.456	1.372	n/a	n/a	ITI
262.828	2.008	0.604	R	Shapes
264.836	1.054	n/a	n/a	ITI
265.89	2.008	0.598	R	Shapes
267.898	1.372	n/a	n/a	ITI
269.27	2.008	0.626	R	Shapes
271.278	1.573	n/a	n/a	ITI
272.851	2.008	0.532	R	Shapes
274.859	3.012	n/a	n/a	CueFaces
277.871	2.008	0.696	R	Faces
279.879	1.255	n/a	n/a	ITI
281.134	2.008	0.553	L	Faces
283.142	1.707	n/a	n/a	ITI
284.849	2.008	0.598	L	Faces
286.857	1.054	n/a	n/a	ITI
287.911	2.008	0.552	R	Faces
289.919	1.372	n/a	n/a	ITI
291.291	2.008	0.492	L	Faces
293.299	1.054	n/a	n/a	ITI
294.353	2.008	0.582	R	Faces
296.361	3.012	n/a	n/a	CueShapes
299.373	2.008	0.538	L	Shapes
301.381	1.054	n/a	n/a	ITI
302.435	2.008	0.516	R	Shapes
304.443	1.105	n/a	n/a	ITI
305.548	2.008	0.523	R	Shapes
307.556	1.054	n/a	n/a	ITI
308.61	2.008	0.685	L	Shapes
310.618	1.071	n/a	n/a	ITI
311.689	2.008	0.542	L	Shapes
313.697	1.389	n/a	n/a	ITI
315.086	2.008	0.641	L	Shapes
317.094	3.012	n/a	n/a	CueFaces
320.106	2.008	0.66	R	Faces
322.114	1.02	n/a	n/a	ITI
323.134	2.008	0.712	R	Faces
325.142	1.071	n/a	n/a	ITI
326.213	2.008	0.825	L	Faces
328.221	1.239	n/a	n/a	ITI
329.46	2.008	0.53	L	Faces
331.468	1.373	n/a	n/a	ITI
332.841	2.008	0.654	L	Faces
334.849	1.054	n/a	n/a	ITI
335.903	2.008	0.6	L	Faces
337.911	3.012	n/a	n/a	CueShapes
340.923	2.008	1.132	L	Shapes
342.931	1.138	n/a	n/a	ITI
344.069	2.008	0.65	L	Shapes
346.077	1.388	n/a	n/a	ITI
347.465	2.008	0.67	R	Shapes
349.473	1.64	n/a	n/a	ITI
351.113	2.008	0.582	R	Shapes
353.121	1.389	n/a	n/a	ITI
354.51	2.008	0.489	L	Shapes
356.518	1.088	n/a	n/a	ITI
357.606	2.008	0.417	R	Shapes
359.614	3.012	n/a	n/a	CueFaces
362.626	2.008	0.549	R	Faces
364.634	1.054	n/a	n/a	ITI
365.688	2.008	0.926	R	Faces
367.696	1.372	n/a	n/a	ITI
369.068	2.008	0.514	L	Faces
371.076	1.021	n/a	n/a	ITI
372.097	2.008	0.589	L	Faces
374.105	1.02	n/a	n/a	ITI
375.125	2.008	0.585	R	Faces
377.133	1.372	n/a	n/a	ITI
378.505	2.008	0.981	L	Faces
380.513	3.012	n/a	n/a	CueShapes
383.525	2.008	0.561	L	Shapes
385.533	1.105	n/a	n/a	ITI
386.638	2.008	0.592	R	Shapes
388.646	1.054	n/a	n/a	ITI
389.7	2.008	0.578	R	Shapes
391.708	1.087	n/a	n/a	ITI
392.795	2.008	0.563	L	Shapes
394.803	1.055	n/a	n/a	ITI
395.858	2.008	0.612	L	Shapes
397.866	1.054	n/a	n/a	ITI
398.92	2.008	0.51	L	Shapes
400.928	3.012	n/a	n/a	CueFaces
403.94	2.008	0.81	L	Faces
405.948	1.355	n/a	n/a	ITI
407.303	2.008	0.863	R	Faces
409.311	1.021	n/a	n/a	ITI
410.332	2.008	0.514	R	Faces
412.34	1.071	n/a	n/a	ITI
413.411	2.008	0.57	R	Faces
415.419	1.02	n/a	n/a	ITI
416.439	2.008	0.486	L	Faces
418.447	1.055	n/a	n/a	ITI
419.502	2.008	0.495	L	Faces
421.51	3.012	n/a	n/a	CueShapes
424.522	2.008	0.7	L	Shapes
426.53	1.055	n/a	n/a	ITI
427.585	2.008	0.549	R	Shapes
429.593	1.054	n/a	n/a	ITI
430.647	2.008	0.567	R	Shapes
432.655	1.054	n/a	n/a	ITI
433.709	2.008	0.481	L	Shapes
435.717	1.054	n/a	n/a	ITI
436.771	2.008	0.579	L	Shapes
438.779	1.054	n/a	n/a	ITI
439.833	2.008	0.621	L	Shapes
