onset	duration	trial_type
20.013	20	MentalEmotion
60.038	20	MentalEmotion
100.064	20	MentalEmotion
140.089	20	MentalEmotion
180.114	20	MentalEmotion
220.14	20	MentalEmotion
260.165	20	MentalEmotion
300.19	20	MentalEmotion
340.216	20	MentalEmotion
380.241	20	MentalEmotion
