onset	duration	trial_type
20.012	20	MentalFingerTapping
60.037	20	MentalFingerTapping
100.062	20	MentalFingerTapping
140.087	20	MentalFingerTapping
180.112	20	MentalFingerTapping
220.137	20	MentalFingerTapping
260.162	20	MentalFingerTapping
300.186	20	MentalFingerTapping
340.211	20	MentalFingerTapping
380.236	20	MentalFingerTapping
