onset	duration	response_time	button_pressed	trial_type
319.867	2.008	0.726	L	Faces
321.875	1.021	n/a	n/a	ITI
322.896	2.008	0.833	L	Faces
324.904	3.012	n/a	n/a	CueShapes
327.916	2.008	0.541	R	Shapes
329.924	1.054	n/a	n/a	ITI
330.978	2.008	0.438	L	Shapes
332.986	1.054	n/a	n/a	ITI
334.04	2.008	0.776	R	Shapes
336.048	1.088	n/a	n/a	ITI
337.136	2.008	0.624	R	Shapes
339.144	1.054	n/a	n/a	ITI
340.198	2.008	0.522	L	Shapes
342.206	1.054	n/a	n/a	ITI
343.26	2.008	0.668	R	Shapes
345.268	3.012	n/a	n/a	CueFaces
348.28	2.008	0.904	R	Faces
350.288	1.037	n/a	n/a	ITI
351.325	2.008	1.099	R	Faces
353.333	1.021	n/a	n/a	ITI
354.354	2.008	0.565	L	Faces
356.362	1.02	n/a	n/a	ITI
357.382	2.008	0.673	L	Faces
359.39	1.021	n/a	n/a	ITI
360.411	2.008	0.556	R	Faces
362.419	1.021	n/a	n/a	ITI
363.44	2.008	0.655	L	Faces
365.448	3.012	n/a	n/a	CueShapes
368.46	2.007	0.571	R	Shapes
370.467	1.055	n/a	n/a	ITI
371.522	2.008	0.653	R	Shapes
373.53	1.054	n/a	n/a	ITI
374.584	2.008	0.591	R	Shapes
376.592	1.054	n/a	n/a	ITI
377.646	2.008	0.545	L	Shapes
379.654	1.054	n/a	n/a	ITI
380.708	2.008	0.586	L	Shapes
382.716	1.054	n/a	n/a	ITI
383.77	2.008	0.62	L	Shapes
385.778	3.012	n/a	n/a	CueFaces
388.79	2.008	0.976	L	Faces
390.798	1.021	n/a	n/a	ITI
391.819	2.008	0.779	R	Faces
393.827	1.021	n/a	n/a	ITI
394.848	2.008	0.647	R	Faces
396.856	1.021	n/a	n/a	ITI
397.877	2.008	1.05	R	Faces
399.885	1.02	n/a	n/a	ITI
400.905	2.008	0.67	L	Faces
402.913	1.021	n/a	n/a	ITI
403.934	2.008	0.72	L	Faces
405.942	3.012	n/a	n/a	CueShapes
408.954	2.008	0.724	L	Shapes
410.962	1.054	n/a	n/a	ITI
412.016	2.008	0.486	R	Shapes
414.024	1.054	n/a	n/a	ITI
415.078	2.008	0.608	R	Shapes
417.086	1.054	n/a	n/a	ITI
418.14	2.008	0.778	L	Shapes
420.148	1.054	n/a	n/a	ITI
421.202	2.008	0.684	L	Shapes
423.21	1.054	n/a	n/a	ITI
424.264	2.008	0.678	L	Shapes
