onset	duration	response_time	button_pressed	trial_type
355.412	1.021	n/a	n/a	ITI
356.433	2.008	n/a	n/a	Faces
358.441	1.021	0.067	L	ITI
359.462	2.008	0.726	R	Faces
361.47	1.02	n/a	n/a	ITI
362.49	2.008	1.194	L	Faces
364.498	3.012	n/a	n/a	CueShapes
367.51	2.008	0.894	L	Shapes
369.518	1.054	n/a	n/a	ITI
370.572	2.008	0.839	R	Shapes
372.58	1.055	n/a	n/a	ITI
373.635	2.008	0.728	R	Shapes
375.643	1.054	n/a	n/a	ITI
376.697	2.008	1.234	L	Shapes
378.705	1.054	n/a	n/a	ITI
379.759	2.008	0.764	L	Shapes
381.767	1.054	n/a	n/a	ITI
382.821	2.008	0.734	L	Shapes
384.829	3.012	n/a	n/a	CueFaces
387.841	2.008	1.098	L	Faces
389.849	1.021	n/a	n/a	ITI
390.87	2.008	1.205	R	Faces
392.878	1.02	n/a	n/a	ITI
393.898	2.008	1.665	R	Faces
395.906	1.021	n/a	n/a	ITI
396.927	2.008	0.908	R	Faces
398.935	1.021	n/a	n/a	ITI
399.956	2.008	1.087	L	Faces
401.964	1.02	n/a	n/a	ITI
402.984	2.008	1.066	L	Faces
404.992	3.012	n/a	n/a	CueShapes
408.004	2.008	0.83	L	Shapes
410.012	1.054	n/a	n/a	ITI
411.066	2.008	0.928	R	Shapes
413.074	1.054	n/a	n/a	ITI
414.128	2.008	0.898	R	Shapes
416.136	1.055	n/a	n/a	ITI
417.191	2.008	0.995	L	Shapes
419.199	1.054	n/a	n/a	ITI
420.253	2.008	0.877	L	Shapes
422.261	1.054	n/a	n/a	ITI
423.315	2.008	0.903	L	Shapes
