onset	duration	response_time	button_pressed	trial_type
95.195	1.054	n/a	n/a	ITI
96.249	2.008	0.675	R	Shapes
98.257	1.054	n/a	n/a	ITI
99.311	2.008	0.653	L	Shapes
101.319	3.012	n/a	n/a	CueFaces
104.331	2.008	1.065	R	Faces
106.339	1.021	n/a	n/a	ITI
107.36	2.008	0.676	R	Faces
109.368	1.021	n/a	n/a	ITI
110.389	2.008	0.591	R	Faces
112.397	1.02	n/a	n/a	ITI
113.417	2.008	0.955	L	Faces
115.425	1.021	n/a	n/a	ITI
116.446	2.008	0.726	L	Faces
118.454	1.021	n/a	n/a	ITI
119.475	2.008	1.064	L	Faces
121.483	3.012	n/a	n/a	CueShapes
124.495	2.008	0.756	R	Shapes
126.503	1.054	n/a	n/a	ITI
127.557	2.008	0.678	L	Shapes
129.565	1.054	n/a	n/a	ITI
130.619	2.008	0.84	L	Shapes
132.627	1.054	n/a	n/a	ITI
133.681	2.008	0.578	L	Shapes
135.689	1.054	n/a	n/a	ITI
136.743	2.008	0.548	L	Shapes
138.751	1.055	n/a	n/a	ITI
139.806	2.008	0.629	L	Shapes
141.814	3.012	n/a	n/a	CueFaces
144.826	2.008	0.578	L	Faces
146.834	1.021	n/a	n/a	ITI
147.855	2.008	0.613	R	Faces
149.863	1.021	n/a	n/a	ITI
150.884	2.008	0.56	L	Faces
152.892	1.021	n/a	n/a	ITI
153.913	2.008	0.659	R	Faces
155.921	1.02	n/a	n/a	ITI
156.941	2.008	0.671	L	Faces
158.949	1.021	n/a	n/a	ITI
159.97	2.008	0.682	R	Faces
161.978	3.012	n/a	n/a	CueShapes
164.99	2.008	0.533	L	Shapes
166.998	1.054	n/a	n/a	ITI
168.052	2.008	0.623	R	Shapes
170.06	1.054	n/a	n/a	ITI
171.114	2.008	0.633	R	Shapes
173.122	1.054	n/a	n/a	ITI
174.176	2.008	0.603	L	Shapes
176.184	1.055	n/a	n/a	ITI
177.239	2.008	0.644	R	Shapes
179.247	1.054	n/a	n/a	ITI
180.301	2.008	0.574	R	Shapes
182.309	3.012	n/a	n/a	CueFaces
185.321	2.008	0.594	R	Faces
187.329	1.02	n/a	n/a	ITI
188.349	2.008	0.686	R	Faces
190.357	1.021	n/a	n/a	ITI
191.378	2.008	0.593	R	Faces
193.386	1.021	n/a	n/a	ITI
194.407	2.008	0.62	L	Faces
196.415	1.02	n/a	n/a	ITI
197.435	2.008	0.656	L	Faces
199.443	1.021	n/a	n/a	ITI
200.464	2.008	0.635	L	Faces
202.472	3.012	n/a	n/a	CueShapes
205.484	2.008	0.615	L	Shapes
207.492	1.054	n/a	n/a	ITI
208.546	2.008	0.537	R	Shapes
210.554	1.054	n/a	n/a	ITI
211.608	2.008	0.546	R	Shapes
213.616	1.055	n/a	n/a	ITI
214.671	2.008	0.627	L	Shapes
216.679	1.054	n/a	n/a	ITI
217.733	2.008	0.653	R	Shapes
219.741	1.054	n/a	n/a	ITI
220.795	2.008	0.591	R	Shapes
222.803	3.012	n/a	n/a	CueFaces
225.815	2.008	0.731	R	Faces
227.823	1.021	n/a	n/a	ITI
228.844	2.008	0.614	R	Faces
230.852	1.02	n/a	n/a	ITI
231.872	2.008	0.81	L	Faces
233.88	1.021	n/a	n/a	ITI
234.901	2.008	0.709	R	Faces
236.909	1.021	n/a	n/a	ITI
237.93	2.008	0.784	L	Faces
239.938	1.02	n/a	n/a	ITI
240.958	2.008	0.668	L	Faces
242.966	3.012	n/a	n/a	CueShapes
245.978	2.008	0.576	L	Shapes
247.986	1.054	n/a	n/a	ITI
249.04	2.008	0.706	L	Shapes
251.048	1.055	n/a	n/a	ITI
252.103	2.008	0.563	R	Shapes
254.111	1.054	n/a	n/a	ITI
255.165	2.008	0.653	R	Shapes
257.173	1.054	n/a	n/a	ITI
258.227	2.008	0.67	R	Shapes
260.235	1.054	n/a	n/a	ITI
261.289	2.008	0.736	R	Shapes
263.297	3.012	n/a	n/a	CueFaces
266.309	2.008	0.772	R	Faces
268.317	1.021	n/a	n/a	ITI
269.338	2.008	0.631	L	Faces
271.346	1.02	n/a	n/a	ITI
272.366	2.008	1.003	L	Faces
274.374	1.021	n/a	n/a	ITI
275.395	2.008	0.63	R	Faces
277.403	1.021	n/a	n/a	ITI
278.424	2.008	0.601	L	Faces
280.432	1.021	n/a	n/a	ITI
281.453	2.008	0.588	R	Faces
283.461	3.011	n/a	n/a	CueShapes
286.472	2.008	0.569	L	Shapes
288.48	1.055	n/a	n/a	ITI
289.535	2.008	0.386	R	Shapes
291.543	1.054	n/a	n/a	ITI
292.597	2.008	0.708	R	Shapes
294.605	1.054	n/a	n/a	ITI
295.659	2.008	0.718	R	Shapes
297.667	1.054	n/a	n/a	ITI
298.721	2.008	0.632	L	Shapes
300.729	1.054	n/a	n/a	ITI
301.783	2.008	0.77	L	Shapes
303.791	3.012	n/a	n/a	CueFaces
306.803	2.008	0.637	R	Faces
308.811	1.021	n/a	n/a	ITI
309.832	2.008	0.624	R	Faces
311.84	1.021	n/a	n/a	ITI
312.861	2.008	0.667	L	Faces
314.869	1.02	n/a	n/a	ITI
315.889	2.008	0.663	L	Faces
317.897	1.021	n/a	n/a	ITI
318.918	2.008	0.818	L	Faces
320.926	1.037	n/a	n/a	ITI
321.963	2.008	0.677	L	Faces
323.971	3.012	n/a	n/a	CueShapes
326.983	2.008	0.929	R	Shapes
328.991	1.055	n/a	n/a	ITI
330.046	2.008	0.642	L	Shapes
332.054	1.054	n/a	n/a	ITI
333.108	2.008	0.476	R	Shapes
335.116	1.054	n/a	n/a	ITI
336.17	2.008	0.622	R	Shapes
338.178	1.054	n/a	n/a	ITI
339.232	2.008	0.736	L	Shapes
341.24	1.054	n/a	n/a	ITI
342.294	2.008	0.61	R	Shapes
344.302	3.012	n/a	n/a	CueFaces
347.314	2.008	0.75	R	Faces
349.322	1.021	n/a	n/a	ITI
350.343	2.008	0.993	R	Faces
352.351	1.021	n/a	n/a	ITI
353.372	2.008	0.611	L	Faces
355.38	1.02	n/a	n/a	ITI
356.4	2.008	0.639	L	Faces
358.408	1.021	n/a	n/a	ITI
359.429	2.008	0.634	R	Faces
361.437	1.021	n/a	n/a	ITI
362.458	2.008	0.989	L	Faces
364.466	3.012	n/a	n/a	CueShapes
367.478	2.008	0.657	L	Shapes
369.486	1.054	n/a	n/a	ITI
370.54	2.008	0.667	R	Shapes
372.548	1.054	n/a	n/a	ITI
373.602	2.008	0.621	R	Shapes
375.61	1.054	n/a	n/a	ITI
376.664	2.008	1.247	L	Shapes
378.672	1.054	n/a	n/a	ITI
379.726	2.008	0.489	L	Shapes
381.734	1.054	n/a	n/a	ITI
382.788	2.008	0.579	L	Shapes
384.796	3.012	n/a	n/a	CueFaces
387.808	2.008	0.647	L	Faces
389.816	1.021	n/a	n/a	ITI
390.837	2.008	0.69	R	Faces
392.845	1.021	n/a	n/a	ITI
393.866	2.008	0.685	R	Faces
395.874	1.02	n/a	n/a	ITI
396.894	2.008	0.632	R	Faces
398.902	1.021	n/a	n/a	ITI
399.923	2.008	0.819	L	Faces
401.931	1.021	n/a	n/a	ITI
402.952	2.008	0.598	L	Faces
404.96	3.012	n/a	n/a	CueShapes
407.972	2.008	0.73	L	Shapes
409.98	1.054	n/a	n/a	ITI
411.034	2.008	0.62	R	Shapes
413.042	1.054	n/a	n/a	ITI
414.096	2.008	0.598	R	Shapes
416.104	1.054	n/a	n/a	ITI
417.158	2.008	0.776	L	Shapes
419.166	1.054	n/a	n/a	ITI
420.22	2.008	1.354	L	Shapes
422.228	1.055	n/a	n/a	ITI
423.283	2.008	0.579	L	Shapes
