onset	duration	response_time	button_pressed	trial_type
358.409	1.021	n/a	n/a	ITI
359.43	2.008	0.494	R	Faces
361.438	1.021	n/a	n/a	ITI
362.459	2.008	0.793	L	Faces
364.467	3.012	n/a	n/a	CueShapes
367.479	2.008	0.509	L	Shapes
369.487	1.054	n/a	n/a	ITI
370.541	2.008	0.551	R	Shapes
372.549	1.054	n/a	n/a	ITI
373.603	2.008	0.673	R	Shapes
375.611	1.054	n/a	n/a	ITI
376.665	2.008	0.651	L	Shapes
378.673	1.055	n/a	n/a	ITI
379.728	2.008	0.5	L	Shapes
381.736	1.054	n/a	n/a	ITI
382.79	2.008	0.534	L	Shapes
384.798	3.012	n/a	n/a	CueFaces
387.81	2.008	0.618	L	Faces
389.818	1.02	n/a	n/a	ITI
390.838	2.008	0.59	R	Faces
392.846	1.021	n/a	n/a	ITI
393.867	2.008	0.529	R	Faces
395.875	1.021	n/a	n/a	ITI
396.896	2.008	0.532	R	Faces
398.904	1.021	n/a	n/a	ITI
399.925	2.008	0.559	L	Faces
401.933	1.021	n/a	n/a	ITI
402.954	2.008	0.739	L	Faces
404.962	3.012	n/a	n/a	CueShapes
407.974	2.008	0.575	L	Shapes
409.982	1.054	n/a	n/a	ITI
411.036	2.008	0.536	R	Shapes
413.044	1.055	n/a	n/a	ITI
414.099	2.008	0.482	R	Shapes
416.107	1.054	n/a	n/a	ITI
417.161	2.008	0.667	L	Shapes
419.169	1.054	n/a	n/a	ITI
420.223	2.008	0.797	L	Shapes
422.231	1.054	n/a	n/a	ITI
423.285	2.008	0.815	L	Shapes
