onset	duration	trial_type
20.013	20	MentalEmotion
60.039	20	MentalEmotion
100.065	20	MentalEmotion
140.107	20	MentalEmotion
180.133	20	MentalEmotion
220.159	20	MentalEmotion
260.185	20	MentalEmotion
300.21	20	MentalEmotion
340.236	20	MentalEmotion
380.262	20	MentalEmotion
