onset	duration	trial_type
20.012	20	MentalEmotion
60.038	20	MentalEmotion
100.064	20	MentalEmotion
140.09	20	MentalEmotion
180.116	20	MentalEmotion
220.142	20	MentalEmotion
260.167	20	MentalEmotion
300.193	20	MentalEmotion
340.219	20	MentalEmotion
380.245	20	MentalEmotion
