onset	duration	response_time	button_pressed	trial_type
109.469	1.054	n/a	n/a	ITI
110.523	2.008	1.071	R	Faces
112.531	1.021	n/a	n/a	ITI
113.552	2.008	1.242	L	Faces
115.56	1.02	n/a	n/a	ITI
116.58	2.008	0.974	L	Faces
118.588	1.021	n/a	n/a	ITI
119.609	2.008	1.401	L	Faces
121.617	3.012	n/a	n/a	CueShapes
124.629	2.008	0.781	R	Shapes
126.637	1.071	n/a	n/a	ITI
127.708	2.008	0.694	L	Shapes
129.716	1.054	n/a	n/a	ITI
130.77	2.008	0.687	L	Shapes
132.778	1.088	n/a	n/a	ITI
133.866	2.008	1.215	L	Shapes
135.874	1.054	n/a	n/a	ITI
136.928	2.008	1.225	L	Shapes
138.936	1.054	n/a	n/a	ITI
139.99	2.008	0.683	L	Shapes
141.998	3.012	n/a	n/a	CueFaces
145.01	2.008	0.767	L	Faces
147.018	1.054	n/a	n/a	ITI
148.072	2.008	0.625	R	Faces
150.08	1.055	n/a	n/a	ITI
151.135	2.008	0.61	L	Faces
153.143	1.037	n/a	n/a	ITI
154.18	2.008	0.717	R	Faces
156.188	1.088	n/a	n/a	ITI
157.276	2.008	1.005	L	Faces
159.284	1.037	n/a	n/a	ITI
160.321	2.008	0.704	R	Faces
162.329	3.012	n/a	n/a	CueShapes
165.341	2.008	0.604	L	Shapes
167.349	1.205	n/a	n/a	ITI
168.554	2.008	0.775	R	Shapes
170.562	1.087	n/a	n/a	ITI
171.649	2.008	1.168	R	Shapes
173.657	1.055	n/a	n/a	ITI
174.712	2.008	0.593	L	Shapes
176.72	1.087	n/a	n/a	ITI
177.807	2.008	0.562	R	Shapes
179.815	1.071	n/a	n/a	ITI
180.886	2.008	0.603	R	Shapes
182.894	3.012	n/a	n/a	CueFaces
185.906	2.008	0.671	R	Faces
187.914	1.071	n/a	n/a	ITI
188.985	2.008	1.175	R	Faces
190.993	1.021	n/a	n/a	ITI
192.014	2.008	0.786	R	Faces
194.022	1.021	n/a	n/a	ITI
195.043	2.008	0.693	L	Faces
197.051	1.071	n/a	n/a	ITI
198.122	2.008	0.935	L	Faces
200.13	1.088	n/a	n/a	ITI
201.218	2.008	0.655	L	Faces
203.226	3.012	n/a	n/a	CueShapes
206.238	2.008	1.115	L	Shapes
208.246	1.054	n/a	n/a	ITI
209.3	2.008	0.773	R	Shapes
211.308	1.054	n/a	n/a	ITI
212.362	2.008	0.599	L	Shapes
214.37	1.088	n/a	n/a	ITI
215.458	2.008	0.647	L	Shapes
217.466	1.088	n/a	n/a	ITI
218.554	2.008	0.655	R	Shapes
220.562	1.087	n/a	n/a	ITI
221.649	2.008	0.736	R	Shapes
223.657	3.012	n/a	n/a	CueFaces
226.669	2.008	1.228	R	Faces
228.677	1.054	n/a	n/a	ITI
229.731	2.008	0.59	R	Faces
231.739	1.038	n/a	n/a	ITI
232.777	2.008	0.84	L	Faces
234.785	1.021	n/a	n/a	ITI
235.806	2.008	0.859	R	Faces
237.814	1.07	n/a	n/a	ITI
238.884	2.008	0.701	L	Faces
240.892	1.055	n/a	n/a	ITI
241.947	2.008	0.87	L	Faces
243.955	3.012	n/a	n/a	CueShapes
246.967	2.008	0.593	L	Shapes
248.975	1.121	n/a	n/a	ITI
250.096	2.008	0.68	L	Shapes
252.104	1.071	n/a	n/a	ITI
253.175	2.008	0.697	R	Shapes
255.183	1.087	n/a	n/a	ITI
256.27	2.008	1.114	R	Shapes
258.278	1.071	n/a	n/a	ITI
259.349	2.008	0.859	R	Shapes
261.357	1.054	n/a	n/a	ITI
262.411	2.008	0.589	R	Shapes
264.419	3.012	n/a	n/a	CueFaces
267.431	2.008	0.633	R	Faces
269.439	1.088	n/a	n/a	ITI
270.527	2.008	1.017	L	Faces
272.535	1.021	n/a	n/a	ITI
273.556	2.008	0.756	L	Faces
275.564	1.02	n/a	n/a	ITI
276.584	2.008	0.616	R	Faces
278.592	1.021	n/a	n/a	ITI
279.613	2.008	0.699	L	Faces
281.621	1.021	n/a	n/a	ITI
282.642	2.008	0.582	R	Faces
284.65	3.012	n/a	n/a	CueShapes
287.662	2.008	0.666	L	Shapes
289.67	1.071	n/a	n/a	ITI
290.741	2.008	0.611	R	Shapes
292.749	1.054	n/a	n/a	ITI
293.803	2.008	0.605	R	Shapes
295.811	1.054	n/a	n/a	ITI
296.865	2.008	0.535	L	Shapes
298.873	1.054	n/a	n/a	ITI
299.927	2.008	0.577	L	Shapes
301.935	1.054	n/a	n/a	ITI
302.989	2.008	0.562	L	Shapes
304.997	3.012	n/a	n/a	CueFaces
308.009	2.008	0.518	R	Faces
310.017	1.021	n/a	n/a	ITI
311.038	2.008	0.457	R	Faces
313.046	1.021	n/a	n/a	ITI
314.067	2.008	0.644	L	Faces
316.075	1.02	n/a	n/a	ITI
317.095	2.008	0.528	L	Faces
319.103	1.021	n/a	n/a	ITI
320.124	2.008	0.715	L	Faces
322.132	1.021	n/a	n/a	ITI
323.153	2.008	0.542	L	Faces
325.161	3.012	n/a	n/a	CueShapes
328.173	2.008	0.826	L	Shapes
330.181	1.054	n/a	n/a	ITI
331.235	2.008	0.62	L	Shapes
333.243	1.054	n/a	n/a	ITI
334.297	2.008	0.542	R	Shapes
336.305	1.105	n/a	n/a	ITI
337.41	2.008	0.701	R	Shapes
339.418	1.071	n/a	n/a	ITI
340.489	2.008	0.798	L	Shapes
342.497	1.087	n/a	n/a	ITI
343.584	2.008	0.847	R	Shapes
345.592	3.012	n/a	n/a	CueFaces
348.604	2.008	0.923	R	Faces
350.612	1.055	n/a	n/a	ITI
351.667	2.008	1.476	R	Faces
353.675	1.088	n/a	n/a	ITI
354.763	2.008	0.573	L	Faces
356.771	1.021	n/a	n/a	ITI
357.792	2.008	0.904	L	Faces
359.8	1.02	n/a	n/a	ITI
360.82	2.008	0.916	R	Faces
362.828	1.021	n/a	n/a	ITI
363.849	2.008	0.87	L	Faces
365.857	3.012	n/a	n/a	CueShapes
368.869	2.008	0.802	L	Shapes
370.877	1.054	n/a	n/a	ITI
371.931	2.008	0.684	R	Shapes
373.939	1.054	n/a	n/a	ITI
374.993	2.008	0.71	R	Shapes
377.001	1.055	n/a	n/a	ITI
378.056	2.008	0.607	L	Shapes
380.064	1.087	n/a	n/a	ITI
381.151	2.008	0.76	L	Shapes
383.159	1.054	n/a	n/a	ITI
384.213	2.008	0.61	L	Shapes
386.221	3.012	n/a	n/a	CueFaces
389.233	2.008	0.71	L	Faces
391.241	1.021	n/a	n/a	ITI
392.262	2.008	0.689	R	Faces
394.27	1.021	n/a	n/a	ITI
395.291	2.008	0.588	R	Faces
397.299	1.02	n/a	n/a	ITI
398.319	2.008	0.52	R	Faces
400.327	1.021	n/a	n/a	ITI
401.348	2.008	0.571	L	Faces
403.356	1.021	n/a	n/a	ITI
404.377	2.008	0.582	L	Faces
406.385	3.012	n/a	n/a	CueShapes
409.397	2.008	0.89	L	Shapes
411.405	1.054	n/a	n/a	ITI
412.459	2.008	0.764	R	Shapes
414.467	1.054	n/a	n/a	ITI
415.521	2.008	0.861	R	Shapes
417.529	1.054	n/a	n/a	ITI
418.583	2.008	0.863	L	Shapes
420.591	1.055	n/a	n/a	ITI
421.646	2.008	0.912	L	Shapes
423.654	1.054	n/a	n/a	ITI
424.708	2.008	0.442	L	Shapes
