onset	duration	response_time	button_pressed	trial_type
149.862	1.021	n/a	n/a	ITI
150.883	2.008	0.574	L	Faces
152.891	1.02	n/a	n/a	ITI
153.911	2.008	0.642	R	Faces
155.919	1.021	n/a	n/a	ITI
156.94	2.008	0.757	L	Faces
158.948	1.021	n/a	n/a	ITI
159.969	2.008	0.672	R	Faces
161.977	3.011	n/a	n/a	CueShapes
164.988	2.008	0.709	L	Shapes
166.996	1.055	n/a	n/a	ITI
168.051	2.008	0.614	R	Shapes
170.059	1.054	n/a	n/a	ITI
171.113	2.008	0.648	R	Shapes
173.121	1.054	n/a	n/a	ITI
174.175	2.008	0.61	L	Shapes
176.183	1.071	n/a	n/a	ITI
177.254	2.008	0.554	R	Shapes
179.262	1.054	n/a	n/a	ITI
180.316	2.008	0.764	R	Shapes
182.324	3.012	n/a	n/a	CueFaces
185.336	2.008	0.712	R	Faces
187.344	1.021	n/a	n/a	ITI
188.365	2.008	0.787	R	Faces
190.373	1.021	n/a	n/a	ITI
191.394	2.008	0.615	R	Faces
193.402	1.021	n/a	n/a	ITI
194.423	2.008	0.642	L	Faces
196.431	1.021	n/a	n/a	ITI
197.452	2.008	0.813	L	Faces
199.46	1.021	n/a	n/a	ITI
200.481	2.008	0.689	L	Faces
202.489	3.012	n/a	n/a	CueShapes
205.501	2.008	0.677	L	Shapes
207.509	1.054	n/a	n/a	ITI
208.563	2.008	0.935	R	Shapes
210.571	1.054	n/a	n/a	ITI
211.625	2.008	0.576	L	Shapes
213.633	1.055	n/a	n/a	ITI
214.688	2.008	0.729	L	Shapes
216.696	1.055	n/a	n/a	ITI
217.751	2.008	0.971	R	Shapes
219.759	1.054	n/a	n/a	ITI
220.813	2.008	0.813	R	Shapes
222.821	3.012	n/a	n/a	CueFaces
225.833	2.008	0.977	R	Faces
227.841	1.02	n/a	n/a	ITI
228.861	2.008	0.725	R	Faces
230.869	1.021	n/a	n/a	ITI
231.89	2.008	0.736	L	Faces
233.898	1.021	n/a	n/a	ITI
234.919	2.008	0.859	R	Faces
236.927	1.02	n/a	n/a	ITI
237.947	2.008	0.903	L	Faces
239.955	1.021	n/a	n/a	ITI
240.976	2.008	0.618	L	Faces
242.984	3.012	n/a	n/a	CueShapes
245.996	2.008	0.958	L	Shapes
248.004	1.054	n/a	n/a	ITI
249.058	2.008	0.671	L	Shapes
251.066	1.054	n/a	n/a	ITI
252.12	2.008	0.961	R	Shapes
254.128	1.054	n/a	n/a	ITI
255.182	2.008	0.627	R	Shapes
257.19	1.055	n/a	n/a	ITI
258.245	2.008	1.284	R	Shapes
260.253	1.055	n/a	n/a	ITI
261.308	2.008	0.742	R	Shapes
263.316	3.012	n/a	n/a	CueFaces
266.328	2.008	0.658	R	Faces
268.336	1.02	n/a	n/a	ITI
269.356	2.008	0.582	L	Faces
271.364	1.021	n/a	n/a	ITI
272.385	2.008	0.633	L	Faces
274.393	1.021	n/a	n/a	ITI
275.414	2.008	0.636	R	Faces
277.422	1.02	n/a	n/a	ITI
278.442	2.008	0.72	L	Faces
280.45	1.021	n/a	n/a	ITI
281.471	2.008	0.61	R	Faces
283.479	3.012	n/a	n/a	CueShapes
286.491	2.008	0.662	L	Shapes
288.499	1.054	n/a	n/a	ITI
289.553	2.008	0.721	R	Shapes
291.561	1.054	n/a	n/a	ITI
292.615	2.008	0.522	R	Shapes
294.623	1.054	n/a	n/a	ITI
295.677	2.008	0.74	L	Shapes
297.685	1.054	n/a	n/a	ITI
298.739	2.008	0.582	L	Shapes
300.747	1.055	n/a	n/a	ITI
301.802	2.008	0.615	L	Shapes
303.81	3.011	n/a	n/a	CueFaces
306.821	2.008	0.668	R	Faces
308.829	1.021	n/a	n/a	ITI
309.85	2.008	0.879	R	Faces
311.858	1.021	n/a	n/a	ITI
312.879	2.008	1.082	L	Faces
314.887	1.02	n/a	n/a	ITI
315.907	2.008	0.845	L	Faces
317.915	1.021	n/a	n/a	ITI
318.936	2.008	0.872	L	Faces
320.944	1.021	n/a	n/a	ITI
321.965	2.008	0.595	L	Faces
323.973	3.012	n/a	n/a	CueShapes
326.985	2.008	0.847	R	Shapes
328.993	1.054	n/a	n/a	ITI
330.047	2.008	0.617	L	Shapes
332.055	1.054	n/a	n/a	ITI
333.109	2.008	0.715	R	Shapes
335.117	1.054	n/a	n/a	ITI
336.171	2.008	0.541	R	Shapes
338.179	1.054	n/a	n/a	ITI
339.233	2.008	1.023	L	Shapes
341.241	1.054	n/a	n/a	ITI
342.295	2.008	0.745	R	Shapes
344.303	3.012	n/a	n/a	CueFaces
347.315	2.008	0.885	R	Faces
349.323	1.021	n/a	n/a	ITI
350.344	2.008	0.711	R	Faces
352.352	1.037	n/a	n/a	ITI
353.389	2.008	0.674	L	Faces
355.397	1.021	n/a	n/a	ITI
356.418	2.008	0.693	L	Faces
358.426	1.021	n/a	n/a	ITI
359.447	2.008	0.624	R	Faces
361.455	1.02	n/a	n/a	ITI
362.475	2.008	1.3	L	Faces
364.483	3.012	n/a	n/a	CueShapes
367.495	2.008	0.696	L	Shapes
369.503	1.054	n/a	n/a	ITI
370.557	2.008	0.626	R	Shapes
372.565	1.055	n/a	n/a	ITI
373.62	2.008	0.595	R	Shapes
375.628	1.054	n/a	n/a	ITI
376.682	2.008	0.621	L	Shapes
378.69	1.054	n/a	n/a	ITI
379.744	2.008	0.631	L	Shapes
381.752	1.054	n/a	n/a	ITI
382.806	2.008	0.569	L	Shapes
384.814	3.012	n/a	n/a	CueFaces
387.826	2.008	0.676	L	Faces
389.834	1.021	n/a	n/a	ITI
390.855	2.008	0.751	R	Faces
392.863	1.02	n/a	n/a	ITI
393.883	2.008	0.595	R	Faces
395.891	1.021	n/a	n/a	ITI
396.912	2.008	0.726	R	Faces
398.92	1.021	n/a	n/a	ITI
399.941	2.008	0.889	L	Faces
401.949	1.02	n/a	n/a	ITI
402.969	2.008	0.581	L	Faces
404.977	3.012	n/a	n/a	CueShapes
407.989	2.008	0.705	L	Shapes
409.997	1.054	n/a	n/a	ITI
411.051	2.008	0.635	R	Shapes
413.059	1.055	n/a	n/a	ITI
414.114	2.008	0.572	R	Shapes
416.122	1.055	n/a	n/a	ITI
417.177	2.008	1.205	L	Shapes
419.185	1.054	n/a	n/a	ITI
420.239	2.008	0.767	L	Shapes
422.247	1.054	n/a	n/a	ITI
423.301	2.008	1.289	L	Shapes
