onset	duration	response_time	button_pressed	trial_type
138.716	1.054	n/a	n/a	ITI
139.77	2.008	0.537	L	Shapes
141.778	3.012	n/a	n/a	CueFaces
144.79	2.008	0.701	L	Faces
146.798	1.021	n/a	n/a	ITI
147.819	2.008	1.208	R	Faces
149.827	1.021	n/a	n/a	ITI
150.848	2.008	1.155	L	Faces
152.856	1.02	n/a	n/a	ITI
153.876	2.008	0.815	R	Faces
155.884	1.021	n/a	n/a	ITI
156.905	2.008	0.81	L	Faces
158.913	1.021	n/a	n/a	ITI
159.934	2.008	1.261	R	Faces
161.942	3.012	n/a	n/a	CueShapes
164.954	2.008	0.712	L	Shapes
166.962	1.054	n/a	n/a	ITI
168.016	2.008	0.626	R	Shapes
170.024	1.054	n/a	n/a	ITI
171.078	2.008	0.548	L	Shapes
173.086	1.054	n/a	n/a	ITI
174.14	2.008	0.574	R	Shapes
176.148	1.054	n/a	n/a	ITI
177.202	2.008	1.08	R	Shapes
179.21	1.054	n/a	n/a	ITI
180.264	2.008	1.09	R	Shapes
182.272	3.012	n/a	n/a	CueFaces
185.284	2.008	1.222	R	Faces
187.292	1.021	n/a	n/a	ITI
188.313	2.008	1.417	R	Faces
190.321	1.02	n/a	n/a	ITI
191.341	2.008	1.397	R	Faces
193.349	1.021	n/a	n/a	ITI
194.37	2.008	0.871	L	Faces
196.378	1.021	n/a	n/a	ITI
197.399	2.008	1.65	L	Faces
199.407	1.02	n/a	n/a	ITI
200.427	2.008	0.654	L	Faces
202.435	3.012	n/a	n/a	CueShapes
205.447	2.008	1.114	L	Shapes
207.455	1.054	n/a	n/a	ITI
208.509	2.008	0.852	R	Shapes
210.517	1.055	n/a	n/a	ITI
211.572	2.008	0.949	L	Shapes
213.58	1.055	n/a	n/a	ITI
214.635	2.008	1.103	L	Shapes
216.643	1.054	n/a	n/a	ITI
217.697	2.008	0.865	R	Shapes
219.705	1.054	n/a	n/a	ITI
220.759	2.008	0.819	R	Shapes
222.767	3.012	n/a	n/a	CueFaces
225.779	2.008	1.182	R	Faces
227.787	1.02	n/a	n/a	ITI
228.807	2.008	1.01	R	Faces
230.815	1.021	n/a	n/a	ITI
231.836	2.008	1.053	L	Faces
233.844	1.021	n/a	n/a	ITI
234.865	2.008	0.952	R	Faces
236.873	1.02	n/a	n/a	ITI
237.893	2.008	0.756	L	Faces
239.901	1.021	n/a	n/a	ITI
240.922	2.008	0.663	L	Faces
242.93	3.012	n/a	n/a	CueShapes
245.942	2.008	0.739	L	Shapes
247.95	1.054	n/a	n/a	ITI
249.004	2.008	0.533	L	Shapes
251.012	1.054	n/a	n/a	ITI
252.066	2.008	0.647	L	Shapes
254.074	1.054	n/a	n/a	ITI
255.128	2.008	0.992	R	Shapes
257.136	1.055	n/a	n/a	ITI
258.191	2.008	1.241	R	Shapes
260.199	1.055	n/a	n/a	ITI
261.254	2.008	0.875	R	Shapes
263.262	3.012	n/a	n/a	CueFaces
266.274	2.007	0.903	R	Faces
268.281	1.021	n/a	n/a	ITI
269.302	2.008	0.667	L	Faces
271.31	1.021	n/a	n/a	ITI
272.331	2.008	0.918	L	Faces
274.339	1.021	n/a	n/a	ITI
275.36	2.008	1.177	R	Faces
277.368	1.021	n/a	n/a	ITI
278.389	2.008	1.021	L	Faces
280.397	1.021	n/a	n/a	ITI
281.418	2.008	0.784	R	Faces
283.426	3.012	n/a	n/a	CueShapes
286.438	2.008	0.755	L	Shapes
288.446	1.054	n/a	n/a	ITI
289.5	2.008	0.549	R	Shapes
291.508	1.054	n/a	n/a	ITI
292.562	2.008	1.007	R	Shapes
294.57	1.054	n/a	n/a	ITI
295.624	2.008	0.601	L	Shapes
297.632	1.054	n/a	n/a	ITI
298.686	2.008	0.467	L	Shapes
300.694	1.054	n/a	n/a	ITI
301.748	2.008	0.645	L	Shapes
303.756	3.012	n/a	n/a	CueFaces
306.768	2.008	0.729	R	Faces
308.776	1.021	n/a	n/a	ITI
309.797	2.008	0.908	R	Faces
311.805	1.021	n/a	n/a	ITI
312.826	2.008	0.806	L	Faces
314.834	1.02	n/a	n/a	ITI
315.854	2.008	1.226	L	Faces
317.862	1.021	n/a	n/a	ITI
318.883	2.008	1.205	L	Faces
320.891	1.021	n/a	n/a	ITI
321.912	2.008	0.792	L	Faces
323.92	3.012	n/a	n/a	CueShapes
326.932	2.008	0.661	R	Shapes
328.94	1.055	n/a	n/a	ITI
329.995	2.008	0.558	L	Shapes
332.003	1.054	n/a	n/a	ITI
333.057	2.008	0.664	L	Shapes
335.065	1.054	n/a	n/a	ITI
336.119	2.008	0.842	R	Shapes
338.127	1.054	n/a	n/a	ITI
339.181	2.008	0.932	L	Shapes
341.189	1.054	n/a	n/a	ITI
342.243	2.008	0.637	R	Shapes
344.251	3.012	n/a	n/a	CueFaces
347.263	2.008	1.185	R	Faces
349.271	1.021	n/a	n/a	ITI
350.292	2.008	1.556	R	Faces
352.3	1.02	n/a	n/a	ITI
353.32	2.008	1.344	L	Faces
355.328	1.021	n/a	n/a	ITI
356.349	2.008	0.699	L	Faces
358.357	1.021	n/a	n/a	ITI
359.378	2.008	1.158	R	Faces
361.386	1.02	n/a	n/a	ITI
362.406	2.008	0.586	L	Faces
364.414	3.012	n/a	n/a	CueShapes
367.426	2.008	0.886	L	Shapes
369.434	1.038	n/a	n/a	ITI
370.472	2.008	0.712	R	Shapes
372.48	1.054	n/a	n/a	ITI
373.534	2.008	0.577	R	Shapes
375.542	1.054	n/a	n/a	ITI
376.596	2.008	0.443	L	Shapes
378.604	1.054	n/a	n/a	ITI
379.658	2.008	0.621	L	Shapes
381.666	1.054	n/a	n/a	ITI
382.72	2.008	0.815	L	Shapes
384.728	3.012	n/a	n/a	CueFaces
387.74	2.008	0.683	L	Faces
389.748	1.021	n/a	n/a	ITI
390.769	2.008	1.598	R	Faces
392.777	1.02	n/a	n/a	ITI
393.797	2.008	0.682	R	Faces
395.805	1.021	n/a	n/a	ITI
396.826	2.008	0.973	R	Faces
398.834	1.021	n/a	n/a	ITI
399.855	2.008	0.616	L	Faces
401.863	1.037	n/a	n/a	ITI
402.9	2.008	0.794	L	Faces
404.908	3.012	n/a	n/a	CueShapes
407.92	2.008	1.47	L	Shapes
409.928	1.054	n/a	n/a	ITI
410.982	2.008	0.712	R	Shapes
412.99	1.054	n/a	n/a	ITI
414.044	2.008	0.85	R	Shapes
416.052	1.054	n/a	n/a	ITI
417.106	2.008	0.7	L	Shapes
419.114	1.054	n/a	n/a	ITI
420.168	2.008	1.118	L	Shapes
422.176	1.054	n/a	n/a	ITI
423.23	2.008	0.536	L	Shapes
